time,station,waterMeasured
1693555740,Innova-1,0.0
1693555743,Innova-1,0.0
1693555745,Innova-1,0.0
1693555747,Innova-1,0.0
1693555749,Innova-1,0.0
1693555751,Innova-1,0.0
1693555753,Innova-1,0.0
1693555756,Innova-1,0.0
1693555758,Innova-1,0.0
1693555760,Innova-1,0.0
1693555762,Innova-1,0.0
1693555765,Innova-1,0.0
1693555767,Innova-1,0.0
1693555770,Innova-1,0.0
1693555772,Innova-1,0.0
1693555780,Innova-1,0.0
1693555782,Innova-1,0.0
1693555785,Innova-1,0.0
1693555787,Innova-1,0.0
1693555789,Innova-1,0.0
1693555791,Innova-1,0.0
1693555793,Innova-1,0.0
1693555795,Innova-1,0.0
1693555798,Innova-1,0.0
1693555800,Innova-1,0.0
1693555802,Innova-1,0.0
1693555806,Innova-1,0.0
1693555808,Innova-1,0.0
1693555810,Innova-1,0.0
1693555812,Innova-1,0.0
1693555815,Innova-1,0.0
1693555817,Innova-1,0.0
1693555819,Innova-1,0.0
1693555821,Innova-1,0.0
1693555831,Innova-1,0.0
1693555835,Innova-1,0.0
1693555837,Innova-1,0.0
1693555839,Innova-1,0.0
1693555842,Innova-1,0.0
1693555844,Innova-1,0.0
1693555850,Innova-1,0.0
1693555852,Innova-1,0.0
1693555854,Innova-1,0.0
1693555857,Innova-1,0.0
1693555859,Innova-1,0.0
1693555866,Innova-1,0.0
1693555868,Innova-1,0.0
1693555870,Innova-1,0.0
1693555872,Innova-1,0.0
1693555874,Innova-1,0.0
1693555876,Innova-1,0.0
1693555880,Innova-1,0.0
1693555882,Innova-1,0.0
1693555891,Innova-1,0.0
1693555893,Innova-1,0.0
1693555895,Innova-1,0.0
1693555897,Innova-1,0.0
1693555899,Innova-1,0.0
1693555902,Innova-1,0.0
1693555904,Innova-1,0.0
1693555913,Innova-1,0.0
1693555915,Innova-1,0.0
1693555917,Innova-1,0.0
1693555919,Innova-1,0.0
1693555921,Innova-1,0.0
1693555924,Innova-1,0.0
1693555929,Innova-1,0.0
1693555932,Innova-1,0.0
1693555934,Innova-1,0.0
1693555936,Innova-1,0.0
1693555938,Innova-1,0.0
1693555941,Innova-1,0.0
1693555943,Innova-1,0.0
1693555945,Innova-1,0.0
1693555947,Innova-1,0.0
1693555949,Innova-1,0.0
1693555951,Innova-1,0.0
1693555954,Innova-1,0.0
1693555956,Innova-1,0.0
1693555958,Innova-1,0.0
1693555960,Innova-1,0.0
1693555962,Innova-1,0.0
1693555964,Innova-1,0.0
1693555967,Innova-1,0.0
1693555969,Innova-1,0.0
1693555971,Innova-1,0.0
1693555973,Innova-1,0.0
1693555975,Innova-1,0.0
1693555978,Innova-1,0.0
1693555980,Innova-1,0.0
1693555982,Innova-1,0.0
1693555984,Innova-1,0.0
1693555986,Innova-1,0.0
1693555989,Innova-1,0.0
1693555991,Innova-1,0.0
1693555994,Innova-1,0.0
1693555997,Innova-1,0.0
1693555999,Innova-1,0.0
1693556007,Innova-1,0.0
1693556037,Innova-1,0.0
1693556048,Innova-1,0.0
1693556053,Innova-1,0.0
1693556061,Innova-1,0.0
1693556063,Innova-1,0.0
1693556066,Innova-1,0.0
1693556081,Innova-1,0.0
1693556083,Innova-1,0.0
1693556085,Innova-1,0.0
1693556087,Innova-1,0.0
1693556090,Innova-1,0.0
1693556092,Innova-1,0.0
1693556094,Innova-1,0.0
1693556102,Innova-1,0.0
1693556112,Innova-1,0.0
1693556121,Innova-1,0.0
1693556132,Innova-1,0.0
1693556141,Innova-1,0.0
1693556151,Innova-1,0.0
1693556153,Innova-1,0.0
1693556155,Innova-1,0.0
1693556157,Innova-1,0.0
1693556160,Innova-1,0.0
1693556162,Innova-1,0.0
1693556164,Innova-1,0.0
1693556166,Innova-1,0.0
1693556168,Innova-1,0.0
1693556171,Innova-1,0.0
1693556173,Innova-1,0.0
1693556182,Innova-1,0.0
1693556237,Innova-1,0.0
1693556246,Innova-1,0.0
1693556249,Innova-1,0.0
1693556252,Innova-1,0.0
1693556254,Innova-1,0.0
1693556256,Innova-1,0.0
1693556258,Innova-1,0.0
1693556269,Innova-1,0.0
1693556276,Innova-1,0.0
1693556278,Innova-1,0.0
1693556280,Innova-1,0.0
1693556282,Innova-1,0.0
1693556285,Innova-1,0.0
1693556291,Innova-1,0.0
1693556296,Innova-1,0.0
1693556298,Innova-1,0.0
1693556300,Innova-1,0.0
1693556302,Innova-1,0.0
1693556304,Innova-1,0.0
1693556312,Innova-1,0.0
1693556315,Innova-1,0.0
1693556317,Innova-1,0.0
1693556319,Innova-1,0.0
1693556322,Innova-1,0.0
1693556327,Innova-1,0.0
1693556329,Innova-1,0.0
1693556331,Innova-1,0.0
1693556334,Innova-1,0.0
1693556336,Innova-1,0.0
1693556338,Innova-1,0.0
1693556340,Innova-1,0.0
1693556342,Innova-1,0.0
1693556346,Innova-1,0.0
1693556354,Innova-1,0.0
1693556356,Innova-1,0.0
1693556358,Innova-1,0.0
1693556361,Innova-1,0.0
1693556363,Innova-1,0.0
1693556366,Innova-1,0.0
1693556374,Innova-1,0.0
1693556376,Innova-1,0.0
1693556379,Innova-1,0.0
1693556381,Innova-1,0.0
1693556383,Innova-1,0.0
1693556388,Innova-1,0.0
1693556395,Innova-1,0.0
1693556400,Innova-1,0.0
1693556402,Innova-1,0.0
1693556404,Innova-1,0.0
1693556406,Innova-1,0.0
1693556408,Innova-1,0.0
1693556417,Innova-1,0.0
1693556419,Innova-1,0.0
1693556422,Innova-1,0.0
1693556424,Innova-1,0.0
1693556426,Innova-1,0.0
1693556428,Innova-1,0.0
1693556436,Innova-1,0.0
1693556439,Innova-1,0.0
1693556441,Innova-1,0.0
1693556443,Innova-1,0.0
1693556445,Innova-1,0.0
1693556448,Innova-1,0.0
1693556450,Innova-1,0.0
1693556452,Innova-1,0.0
1693556454,Innova-1,0.0
1693556463,Innova-1,0.0
1693556473,Innova-1,0.0
1693556483,Innova-1,0.0
1693556491,Innova-1,0.0
1693556501,Innova-1,0.0
1693556505,Innova-1,0.0
1693556507,Innova-1,0.0
1693556509,Innova-1,0.0
1693556512,Innova-1,0.0
1693556514,Innova-1,0.0
1693556569,Innova-1,0.0
1693556576,Innova-1,0.0
1693556585,Innova-1,0.0
1693556589,Innova-1,0.0
1693556592,Innova-1,0.0
1693556594,Innova-1,0.0
1693556596,Innova-1,0.0
1693556598,Innova-1,0.0
1693556613,Innova-1,0.0
1693556615,Innova-1,0.0
1693556617,Innova-1,0.0
1693556620,Innova-1,0.0
1693556623,Innova-1,0.0
1693556632,Innova-1,0.0
1693556634,Innova-1,0.0
1693556636,Innova-1,0.0
1693556638,Innova-1,0.0
1693556641,Innova-1,0.0
1693556649,Innova-1,0.0
1693556722,Innova-1,0.0
1693556732,Innova-1,0.0
1693556743,Innova-1,0.0
1693556746,Innova-1,0.0
1693556750,Innova-1,0.0
1693556753,Innova-1,0.0
1693556755,Innova-1,0.0
1693556757,Innova-1,0.0
1693556759,Innova-1,0.0
1693556766,Innova-1,0.0
1693556768,Innova-1,0.0
1693556770,Innova-1,0.0
1693556773,Innova-1,0.0
1693556775,Innova-1,0.0
1693556777,Innova-1,0.0
1693556779,Innova-1,0.0
1693556787,Innova-1,0.0
1693556791,Innova-1,0.0
1693556794,Innova-1,0.0
1693556796,Innova-1,0.0
1693556798,Innova-1,0.0
1693556800,Innova-1,0.0
1693556812,Innova-1,0.0
1693556815,Innova-1,0.0
1693556834,Innova-1,0.0
1693556842,Innova-1,0.0
1693556844,Innova-1,0.0
1693556846,Innova-1,0.0
1693556848,Innova-1,0.0
1693556856,Innova-1,0.0
1693556861,Innova-1,0.0
1693556863,Innova-1,0.0
1693556866,Innova-1,0.0
1693556868,Innova-1,0.0
1693556870,Innova-1,0.0
1693556872,Innova-1,0.0
1693556881,Innova-1,0.0
1693556885,Innova-1,0.0
1693556887,Innova-1,0.0
1693556889,Innova-1,0.0
1693556891,Innova-1,0.0
1693556893,Innova-1,0.0
1693556896,Innova-1,0.0
1693556898,Innova-1,0.0
1693556902,Innova-1,0.0
1693556908,Innova-1,0.0
1693556910,Innova-1,0.0
1693556912,Innova-1,0.0
1693556915,Innova-1,0.0
1693556917,Innova-1,0.0
1693556919,Innova-1,0.0
1693556926,Innova-1,0.0
1693556929,Innova-1,0.0
1693556931,Innova-1,0.0
1693556934,Innova-1,0.0
1693556936,Innova-1,0.0
1693556938,Innova-1,0.0
1693556946,Innova-1,0.0
1693556948,Innova-1,0.0
1693556951,Innova-1,0.0
1693556953,Innova-1,0.0
1693556955,Innova-1,0.0
1693556957,Innova-1,0.0
1693556959,Innova-1,0.0
1693556961,Innova-1,0.0
1693556964,Innova-1,0.0
1693556972,Innova-1,0.0
1693556979,Innova-1,0.0
1693556981,Innova-1,0.0
1693556983,Innova-1,0.0
1693556986,Innova-1,0.0
1693556988,Innova-1,0.0
1693556992,Innova-1,0.0
1693556999,Innova-1,0.0
1693557002,Innova-1,0.0
1693557004,Innova-1,0.0
1693557006,Innova-1,0.0
1693557008,Innova-1,0.0
1693557013,Innova-1,0.0
1693557018,Innova-1,0.0
1693557020,Innova-1,0.0
1693557022,Innova-1,0.0
1693557024,Innova-1,0.0
1693557026,Innova-1,0.0
1693557029,Innova-1,0.0
1693557031,Innova-1,0.0
1693557033,Innova-1,0.0
1693557035,Innova-1,0.0
1693557037,Innova-1,0.0
1693557039,Innova-1,0.0
1693557041,Innova-1,0.0
1693557044,Innova-1,0.0
1693557046,Innova-1,0.0
1693557050,Innova-1,0.0
1693557053,Innova-1,0.0
1693557055,Innova-1,0.0
1693557057,Innova-1,0.0
1693557065,Innova-1,0.0
1693557069,Innova-1,0.0
1693557071,Innova-1,0.0
1693557073,Innova-1,0.0
1693557075,Innova-1,0.0
1693557078,Innova-1,0.0
1693557080,Innova-1,0.0
1693557082,Innova-1,0.0
1693557085,Innova-1,0.0
1693557087,Innova-1,0.0
1693557089,Innova-1,0.0
1693557092,Innova-1,0.0
1693557094,Innova-1,0.0
1693557102,Innova-1,0.0
1693557111,Innova-1,0.0
1693557113,Innova-1,0.0
1693557115,Innova-1,0.0
1693557118,Innova-1,0.0
1693557120,Innova-1,0.0
1693557122,Innova-1,0.0
1693557131,Innova-1,0.0
1693557135,Innova-1,0.0
1693557137,Innova-1,0.0
1693557139,Innova-1,0.0
1693557141,Innova-1,0.0
1693557143,Innova-1,0.0
1693557152,Innova-1,0.0
1693557155,Innova-1,0.0
1693557157,Innova-1,0.0
1693557159,Innova-1,0.0
1693557161,Innova-1,0.0
1693557164,Innova-1,0.0
1693557170,Innova-1,0.0
1693557174,Innova-1,0.0
1693557176,Innova-1,0.0
1693557178,Innova-1,0.0
1693557180,Innova-1,0.0
1693557182,Innova-1,0.0
1693557185,Innova-1,0.0
1693557187,Innova-1,0.0
1693557189,Innova-1,0.0
1693557196,Innova-1,0.0
1693557199,Innova-1,0.0
1693557201,Innova-1,0.0
1693557203,Innova-1,0.0
1693557205,Innova-1,0.0
1693557207,Innova-1,0.0
1693557210,Innova-1,0.0
1693557212,Innova-1,0.0
1693557215,Innova-1,0.0
1693557217,Innova-1,0.0
1693557220,Innova-1,0.0
1693557222,Innova-1,0.0
1693557231,Innova-1,0.0
1693557235,Innova-1,0.0
1693557237,Innova-1,0.0
1693557239,Innova-1,0.0
1693557241,Innova-1,0.0
1693557244,Innova-1,0.0
1693557251,Innova-1,0.0
1693557255,Innova-1,0.0
1693557257,Innova-1,0.0
1693557259,Innova-1,0.0
1693557261,Innova-1,0.0
1693557264,Innova-1,0.0
1693557269,Innova-1,0.0
1693557272,Innova-1,0.0
1693557274,Innova-1,0.0
1693557276,Innova-1,0.0
1693557278,Innova-1,0.0
1693557286,Innova-1,0.0
1693557288,Innova-1,0.0
1693557291,Innova-1,0.0
1693557293,Innova-1,0.0
1693557295,Innova-1,0.0
1693557297,Innova-1,0.0
1693557301,Innova-1,0.0
1693557306,Innova-1,0.0
1693557308,Innova-1,0.0
1693557310,Innova-1,0.0
1693557312,Innova-1,0.0
1693557316,Innova-1,0.0
1693557320,Innova-1,0.0
1693557322,Innova-1,0.0
1693557324,Innova-1,0.0
1693557326,Innova-1,0.0
1693557328,Innova-1,0.0
1693557331,Innova-1,0.0
1693557333,Innova-1,0.0
1693557335,Innova-1,0.0
1693557337,Innova-1,0.0
1693557340,Innova-1,0.0
1693557342,Innova-1,0.0
1693557344,Innova-1,0.0
1693557346,Innova-1,0.0
1693557348,Innova-1,0.0
1693557350,Innova-1,0.0
1693557353,Innova-1,0.0
1693557355,Innova-1,0.0
1693557357,Innova-1,0.0
1693557359,Innova-1,0.0
1693557364,Innova-1,0.0
1693557366,Innova-1,0.0
1693557368,Innova-1,0.0
1693557370,Innova-1,0.0
1693557372,Innova-1,0.0
1693557374,Innova-1,0.0
1693557377,Innova-1,0.0
1693557379,Innova-1,0.0
1693557381,Innova-1,0.0
1693557384,Innova-1,0.0
1693557387,Innova-1,0.0
1693557389,Innova-1,0.0
1693557391,Innova-1,0.0
1693557393,Innova-1,0.0
1693557395,Innova-1,0.0
1693557398,Innova-1,0.0
1693557400,Innova-1,0.0
1693557402,Innova-1,0.0
1693557404,Innova-1,0.0
1693557406,Innova-1,0.0
1693557409,Innova-1,0.0
1693557411,Innova-1,0.0
1693557413,Innova-1,0.0
1693557415,Innova-1,0.0
1693557417,Innova-1,0.0
1693557420,Innova-1,0.0
1693557422,Innova-1,0.0
1693557424,Innova-1,0.0
1693557427,Innova-1,0.0
1693557429,Innova-1,0.0
1693557431,Innova-1,0.0
1693557433,Innova-1,0.0
1693557436,Innova-1,0.0
1693557439,Innova-1,0.0
1693557441,Innova-1,0.0
1693557444,Innova-1,0.0
1693557446,Innova-1,0.0
1693557448,Innova-1,0.0
1693557450,Innova-1,0.0
1693557452,Innova-1,0.0
1693557454,Innova-1,0.0
1693557457,Innova-1,0.0
1693557459,Innova-1,0.0
1693557461,Innova-1,0.0
1693557463,Innova-1,0.0
1693557465,Innova-1,0.0
1693557467,Innova-1,0.0
1693557470,Innova-1,0.0
1693557472,Innova-1,0.0
1693557474,Innova-1,0.0
1693557476,Innova-1,0.0
1693557478,Innova-1,0.0
1693557480,Innova-1,0.0
1693557482,Innova-1,0.0
1693557485,Innova-1,0.0
1693557487,Innova-1,0.0
1693557489,Innova-1,0.0
1693557491,Innova-1,0.0
1693557493,Innova-1,0.0
1693557495,Innova-1,0.0
1693557497,Innova-1,0.0
1693557500,Innova-1,0.0
1693557503,Innova-1,0.0
1693557505,Innova-1,0.0
1693557507,Innova-1,0.0
1693557509,Innova-1,0.0
1693557512,Innova-1,0.0
1693557514,Innova-1,0.0
1693557516,Innova-1,0.0
1693557519,Innova-1,0.0
1693557521,Innova-1,0.0
1693557523,Innova-1,0.0
1693557526,Innova-1,0.0
1693557528,Innova-1,0.0
1693557530,Innova-1,0.0
1693557532,Innova-1,0.0
1693557534,Innova-1,0.0
1693557537,Innova-1,0.0
1693557539,Innova-1,0.0
1693557541,Innova-1,0.0
1693557544,Innova-1,0.0
1693557546,Innova-1,0.0
1693557548,Innova-1,0.0
1693557550,Innova-1,0.0
1693557553,Innova-1,0.0
1693557555,Innova-1,0.0
1693557557,Innova-1,0.0
1693557560,Innova-1,0.0
1693557564,Innova-1,0.0
1693557566,Innova-1,0.0
1693557568,Innova-1,0.0
1693557570,Innova-1,0.0
1693557572,Innova-1,0.0
1693557575,Innova-1,0.0
1693557577,Innova-1,0.0
1693557579,Innova-1,0.0
1693557581,Innova-1,0.0
1693557583,Innova-1,0.0
1693557585,Innova-1,0.0
1693557588,Innova-1,0.0
1693557590,Innova-1,0.0
1693557592,Innova-1,0.0
1693557594,Innova-1,0.0
1693557596,Innova-1,0.0
1693557598,Innova-1,0.0
1693557601,Innova-1,0.0
1693557603,Innova-1,0.0
1693557605,Innova-1,0.0
1693557607,Innova-1,0.0
1693557609,Innova-1,0.0
1693557611,Innova-1,0.0
1693557615,Innova-1,0.0
1693557618,Innova-1,0.0
1693557620,Innova-1,0.0
1693557622,Innova-1,0.0
1693557624,Innova-1,0.0
1693557626,Innova-1,0.0
1693557629,Innova-1,0.0
1693557631,Innova-1,0.0
1693557633,Innova-1,0.0
1693557635,Innova-1,0.0
1693557637,Innova-1,0.0
1693557640,Innova-1,0.0
1693557642,Innova-1,0.0
1693557644,Innova-1,0.0
1693557646,Innova-1,0.0
1693557649,Innova-1,0.0
1693557651,Innova-1,0.0
1693557653,Innova-1,0.0
1693557655,Innova-1,0.0
1693557659,Innova-1,0.0
1693557662,Innova-1,0.0
1693557664,Innova-1,0.0
1693557666,Innova-1,0.0
1693557671,Innova-1,0.0
1693557673,Innova-1,0.0
1693557675,Innova-1,0.0
1693557680,Innova-1,0.0
1693557682,Innova-1,0.0
1693557684,Innova-1,0.0
1693557686,Innova-1,0.0
1693557688,Innova-1,0.0
1693557691,Innova-1,0.0
1693557693,Innova-1,0.0
1693557696,Innova-1,0.0
1693557698,Innova-1,0.0
1693557705,Innova-1,0.0
1693557708,Innova-1,0.0
1693557710,Innova-1,0.0
1693557712,Innova-1,0.0
1693557719,Innova-1,0.0
1693557721,Innova-1,0.0
1693557723,Innova-1,0.0
1693557725,Innova-1,0.0
1693557728,Innova-1,0.0
1693557730,Innova-1,0.0
1693557732,Innova-1,0.0
1693557734,Innova-1,0.0
1693557736,Innova-1,0.0
1693557739,Innova-1,0.0
1693557741,Innova-1,0.0
1693557744,Innova-1,0.0
1693557746,Innova-1,0.0
1693557748,Innova-1,0.0
1693557750,Innova-1,0.0
1693557753,Innova-1,0.0
1693557755,Innova-1,0.0
1693557757,Innova-1,0.0
1693557759,Innova-1,0.0
1693557761,Innova-1,0.0
1693557765,Innova-1,0.0
1693557767,Innova-1,0.0
1693557770,Innova-1,0.0
1693557772,Innova-1,0.0
1693557774,Innova-1,0.0
1693557776,Innova-1,0.0
1693557778,Innova-1,0.0
1693557781,Innova-1,0.0
1693557783,Innova-1,0.0
1693557792,Innova-1,0.0
1693557802,Innova-1,0.0
1693557806,Innova-1,0.0
1693557808,Innova-1,0.0
1693557810,Innova-1,0.0
1693557813,Innova-1,0.0
1693557818,Innova-1,0.0
1693557827,Innova-1,0.0
1693557836,Innova-1,0.0
1693557840,Innova-1,0.0
1693557842,Innova-1,0.0
1693557844,Innova-1,0.0
1693557846,Innova-1,0.0
1693557850,Innova-1,0.0
1693557852,Innova-1,0.0
1693557854,Innova-1,0.0
1693557856,Innova-1,0.0
1693557871,Innova-1,0.0
1693557877,Innova-1,0.0
1693557879,Innova-1,0.0
1693557881,Innova-1,0.0
1693557883,Innova-1,0.0
1693557885,Innova-1,0.0
1693557894,Innova-1,0.0
1693557898,Innova-1,0.0
1693557900,Innova-1,0.0
1693557903,Innova-1,0.0
1693557912,Innova-1,0.0
1693557916,Innova-1,0.0
1693557919,Innova-1,0.0
1693557921,Innova-1,0.0
1693557929,Innova-1,0.0
1693557938,Innova-1,0.0
1693557947,Innova-1,0.0
1693557957,Innova-1,0.0
1693557959,Innova-1,0.0
1693557961,Innova-1,0.0
1693557964,Innova-1,0.0
1693557967,Innova-1,0.0
1693557969,Innova-1,0.0
1693557979,Innova-1,0.0
1693557983,Innova-1,0.0
1693557985,Innova-1,0.0
1693557994,Innova-1,0.0
1693558003,Innova-1,0.0
1693558014,Innova-1,0.0
1693558022,Innova-1,0.0
1693558024,Innova-1,0.0
1693558026,Innova-1,0.0
1693558028,Innova-1,0.0
1693558031,Innova-1,0.0
1693558033,Innova-1,0.0
1693558035,Innova-1,0.0
1693558037,Innova-1,0.0
1693558039,Innova-1,0.0
1693558041,Innova-1,0.0
1693558046,Innova-1,0.0
1693558052,Innova-1,0.0
1693558054,Innova-1,0.0
1693558057,Innova-1,0.0
1693558059,Innova-1,0.0
1693558061,Innova-1,0.0
1693558063,Innova-1,0.0
1693558065,Innova-1,0.0
1693558067,Innova-1,0.0
1693558070,Innova-1,0.0
1693558072,Innova-1,0.0
1693558075,Innova-1,0.0
1693558077,Innova-1,0.0
1693558081,Innova-1,0.0
1693558083,Innova-1,0.0
1693558085,Innova-1,0.0
1693558087,Innova-1,0.0
1693558089,Innova-1,0.0
1693558091,Innova-1,0.0
1693558094,Innova-1,0.0
1693558096,Innova-1,0.0
1693558098,Innova-1,0.0
1693558100,Innova-1,0.0
1693558102,Innova-1,0.0
1693558104,Innova-1,0.0
1693558108,Innova-1,0.0
1693558110,Innova-1,0.0
1693558112,Innova-1,0.0
1693558114,Innova-1,0.0
1693558117,Innova-1,0.0
1693558119,Innova-1,0.0
1693558121,Innova-1,0.0
1693558123,Innova-1,0.0
1693558125,Innova-1,0.0
1693558127,Innova-1,0.0
1693558130,Innova-1,0.0
1693558133,Innova-1,0.0
1693558135,Innova-1,0.0
1693558137,Innova-1,0.0
1693558143,Innova-1,0.0
1693558146,Innova-1,0.0
1693558148,Innova-1,0.0
1693558150,Innova-1,0.0
1693558152,Innova-1,0.0
1693558154,Innova-1,0.0
1693558156,Innova-1,0.0
1693558159,Innova-1,0.0
1693558161,Innova-1,0.0
1693558163,Innova-1,0.0
1693558166,Innova-1,0.0
1693558168,Innova-1,0.0
1693558170,Innova-1,0.0
1693558172,Innova-1,0.0
1693558174,Innova-1,0.0
1693558176,Innova-1,0.0
1693558178,Innova-1,0.0
1693558187,Innova-1,0.0
1693558189,Innova-1,0.0
1693558191,Innova-1,0.0
1693558194,Innova-1,0.0
1693558196,Innova-1,0.0
1693558198,Innova-1,0.0
1693558200,Innova-1,0.0
1693558202,Innova-1,0.0
1693558205,Innova-1,0.0
1693558207,Innova-1,0.0
1693558209,Innova-1,0.0
1693558212,Innova-1,0.0
1693558214,Innova-1,0.0
1693558216,Innova-1,0.0
1693558218,Innova-1,0.0
1693558220,Innova-1,0.0
1693558223,Innova-1,0.0
1693558225,Innova-1,0.0
1693558227,Innova-1,0.0
1693558229,Innova-1,0.0
1693558231,Innova-1,0.0
1693558233,Innova-1,0.0
1693558236,Innova-1,0.0
1693558238,Innova-1,0.0
1693558240,Innova-1,0.0
1693558242,Innova-1,0.0
1693558244,Innova-1,0.0
1693558247,Innova-1,0.0
1693558249,Innova-1,0.0
1693558251,Innova-1,0.0
1693558253,Innova-1,0.0
1693558255,Innova-1,0.0
1693558258,Innova-1,0.0
1693558260,Innova-1,0.0
1693558262,Innova-1,0.0
1693558264,Innova-1,0.0
1693558266,Innova-1,0.0
1693558268,Innova-1,0.0
1693558271,Innova-1,0.0
1693558273,Innova-1,0.0
1693558275,Innova-1,0.0
1693558277,Innova-1,0.0
1693558279,Innova-1,0.0
1693558282,Innova-1,0.0
1693558284,Innova-1,0.0
1693558286,Innova-1,0.0
1693558288,Innova-1,0.0
1693558290,Innova-1,0.0
1693558292,Innova-1,0.0
1693558295,Innova-1,0.0
1693558297,Innova-1,0.0
1693558299,Innova-1,0.0
1693558301,Innova-1,0.0
1693558304,Innova-1,0.0
1693558306,Innova-1,0.0
1693558308,Innova-1,0.0
1693558310,Innova-1,0.0
1693558312,Innova-1,0.0
1693558314,Innova-1,0.0
1693558317,Innova-1,0.0
1693558319,Innova-1,0.0
1693558321,Innova-1,0.0
1693558323,Innova-1,0.0
1693558325,Innova-1,0.0
1693558327,Innova-1,0.0
1693558330,Innova-1,0.0
1693558332,Innova-1,0.0
1693558334,Innova-1,0.0
1693558336,Innova-1,0.0
1693558338,Innova-1,0.0
1693558340,Innova-1,0.0
1693558343,Innova-1,0.0
1693558345,Innova-1,0.0
1693558347,Innova-1,0.0
1693558349,Innova-1,0.0
1693558351,Innova-1,0.0
1693558353,Innova-1,0.0
1693558355,Innova-1,0.0
1693558358,Innova-1,0.0
1693558360,Innova-1,0.0
1693558362,Innova-1,0.0
1693558364,Innova-1,0.0
1693558367,Innova-1,0.0
1693558369,Innova-1,0.0
1693558372,Innova-1,0.0
1693558374,Innova-1,0.0
1693558376,Innova-1,0.0
1693558381,Innova-1,0.0
1693558383,Innova-1,0.0
1693558385,Innova-1,0.0
1693558388,Innova-1,0.0
1693558390,Innova-1,0.0
1693558392,Innova-1,0.0
1693558394,Innova-1,0.0
1693558398,Innova-1,0.0
1693558400,Innova-1,0.0
1693558402,Innova-1,0.0
1693558405,Innova-1,0.0
1693558407,Innova-1,0.0
1693558409,Innova-1,0.0
1693558411,Innova-1,0.0
1693558413,Innova-1,0.0
1693558415,Innova-1,0.0
1693558418,Innova-1,0.0
1693558420,Innova-1,0.0
1693558424,Innova-1,0.0
1693558426,Innova-1,0.0
1693558428,Innova-1,0.0
1693558431,Innova-1,0.0
1693558433,Innova-1,0.0
1693558435,Innova-1,0.0
1693558437,Innova-1,0.0
1693558439,Innova-1,0.0
1693558441,Innova-1,0.0
1693558444,Innova-1,0.0
1693558446,Innova-1,0.0
1693558450,Innova-1,0.0
1693558452,Innova-1,0.0
1693558454,Innova-1,0.0
1693558456,Innova-1,0.0
1693558460,Innova-1,0.0
1693558464,Innova-1,0.0
1693558466,Innova-1,0.0
1693558468,Innova-1,0.0
1693558470,Innova-1,0.0
1693558472,Innova-1,0.0
1693558475,Innova-1,0.0
1693558477,Innova-1,0.0
1693558479,Innova-1,0.0
1693558481,Innova-1,0.0
1693558483,Innova-1,0.0
1693558485,Innova-1,0.0
1693558489,Innova-1,0.0
1693558491,Innova-1,0.0
1693558493,Innova-1,0.0
1693558495,Innova-1,0.0
1693558499,Innova-1,0.0
1693558501,Innova-1,0.0
1693558503,Innova-1,0.0
1693558506,Innova-1,0.0
1693558508,Innova-1,0.0
1693558510,Innova-1,0.0
1693558512,Innova-1,0.0
1693558515,Innova-1,0.0
1693558520,Innova-1,0.0
1693558522,Innova-1,0.0
1693558525,Innova-1,0.0
1693558527,Innova-1,0.0
1693558529,Innova-1,0.0
1693558531,Innova-1,0.0
1693558536,Innova-1,0.0
1693558540,Innova-1,0.0
1693558542,Innova-1,0.0
1693558544,Innova-1,0.0
1693558546,Innova-1,0.0
1693558548,Innova-1,0.0
1693558550,Innova-1,0.0
1693558552,Innova-1,0.0
1693558555,Innova-1,0.0
1693558559,Innova-1,0.0
1693558561,Innova-1,0.0
1693558563,Innova-1,0.0
1693558566,Innova-1,0.0
1693558568,Innova-1,0.0
1693558570,Innova-1,0.0
1693558572,Innova-1,0.0
1693558574,Innova-1,0.0
1693558577,Innova-1,0.0
1693558579,Innova-1,0.0
1693558581,Innova-1,0.0
1693558583,Innova-1,0.0
1693558585,Innova-1,0.0
1693558587,Innova-1,0.0
1693558590,Innova-1,0.0
1693558592,Innova-1,0.0
1693558594,Innova-1,0.0
1693558596,Innova-1,0.0
1693558598,Innova-1,0.0
1693558600,Innova-1,0.0
1693558603,Innova-1,0.0
1693558605,Innova-1,0.0
1693558607,Innova-1,0.0
1693558609,Innova-1,0.0
1693558611,Innova-1,0.0
1693558613,Innova-1,0.0
1693558615,Innova-1,0.0
1693558618,Innova-1,0.0
1693558620,Innova-1,0.0
1693558622,Innova-1,0.0
1693558624,Innova-1,0.0
1693558626,Innova-1,0.0
1693558629,Innova-1,0.0
1693558631,Innova-1,0.0
1693558633,Innova-1,0.0
1693558635,Innova-1,0.0
1693558637,Innova-1,0.0
1693558639,Innova-1,0.0
1693558642,Innova-1,0.0
1693558644,Innova-1,0.0
1693558646,Innova-1,0.0
1693558648,Innova-1,0.0
1693558651,Innova-1,0.0
1693558653,Innova-1,0.0
1693558655,Innova-1,0.0
1693558657,Innova-1,0.0
1693558659,Innova-1,0.0
1693558661,Innova-1,0.0
1693558663,Innova-1,0.0
1693558666,Innova-1,0.0
1693558668,Innova-1,0.0
1693558670,Innova-1,0.0
1693558672,Innova-1,0.0
1693558675,Innova-1,0.0
1693558677,Innova-1,0.0
1693558679,Innova-1,0.0
1693558681,Innova-1,0.0
1693558683,Innova-1,0.0
1693558685,Innova-1,0.0
1693558687,Innova-1,0.0
